YWCA of the City of New York,2127554500,http://www.ywcanyc.org,"Established in 1858, the YWCA of the City of New York is one of the nationï¿½s oldest non-profit organizations. Our mission is to address the critical needs of New York City women and to empower them for success and leadership in their lives, jobs and communities. We focus on underserved families through job training, educational child care and after school programs; partnerships with business, government and other not-for-profits; and advocacy on behalf of the clients we serve.",,,,,,,,,,,,,,
Harlem Children's Zone,,,,,,,,,,,,,,,,,
USIF World Foundation for Medical Studies in Female Health,5169443192,http://www.wffh.org,"Our mission is to empower all women-through physician and patient education-to be proactive about healthcare in order to achieve ultimate well-being in mind, body and spirit.WFFH inpact goals include providing health and wellness information to women at all economic levels though transitional shelters, department stores, spas and salons,health fairs, schools, traditional meida outlets and the Internet.",,,,,,,,,,,,,,
Russian American Foundation,2126876118,http://www.RussianAmericanFoundation.org,,40.750744,-73.986072,,,,,,,,,,,,
"Sigma Gamma Rho Sorority Inc., Theta Rho Sigma Chapter",3479871922,http://www.thetarhosigma.net,"Sigma Gamma Rho Sorority, Inc. is a non-profit collegiate organization dedicated to the encouragement and promotion of high scholastic attainment, community service and the improvement of the quality of our lives and the society in which we live.

Today there are more than 400 undergraduate and alumni chapters with over 80,000 members throughout the United States, Africa the Caribbean and Europe.

Sisterhood, Scholarship and Service are the principles that bond Sigma Women. Principles the founders of this organization thought to be of great importance. Promoting unity is the common purpose of our sisterhood. Our founders believed that promoting higher education of women ensures the stability of the futures.

The Theta Rho Sigma Chapter of Sigma Gamma Rho Sorority Inc. is the third Alumnae chapter in the five boroughs of New York City.  Ten dynamic young women, who all represent the true meaning of trailblazers, organized the chapter on November 1, 1998 in The Bronx, New York.  Theta Rho Sigma is about progressive change and setting new trends.  Our mission is to take Sigma Gamma Rho Sorority Inc. to a new level by working together towards a common goal.",,,,,,,,,,,,,,
"Jackson Heights-Elmhurst Kehillah, Inc.",7184574591,http://www.queens-kehillah@juno.com,"501(C)(3) Community based Organization (CBO) founded in 1975, serving some of the poorest, most diverse neighborhoods  in Queens. The   Kehillah is a ""one-stop"" social service agency providing SafetyNet services -  case management, crisis intervention, Kosher Food Pantry, Kosher Meals-on-Wheels, ESL, Acculturation, Citizenship, Immigrants (former emigrees from the Former Soviet Union), Cultural and Community Events.",,,,,,,,,,,,,,
"InnerAction Plus, Inc.",2127323091,http://www.inneractionplus.org,"human developement, particularly older adults",,,,,,,,,,,,,,
Women At Risk,2123059525,http://nyp.org/services/war/index.html,"Women at Risk is the Breast Cancer Program at NewYork-Presbyterian Hospital/Columbia University Medical Center.  Our mission is to enhance the lives of women who are at high risk for the development of breast cancer and women with breast cancer through research, education and support.  We offer a variety of programs for both high-risk women and women with breast cancer.",40.841278,-73.940212,,,,,,,,,,,,
Ryer Avenue Housing Development Fund Corporation,7183290600,,Residential Housing Facility,40.859583,-73.89796,,,,,,,,,,,,
New York Asian Women's Center,8888887702,http://www.nyawc.org,"The largest Asian American domestic violence organization in the nation, for over 25 years the New York Asian Women's Center (NYAWC) has helped women overcome violence and govern their own lives, free of abuse. The Center also raises public awareness about domestic violence and urges equality and opportunity for all women.",,,,,,,,,,,,,,
Where There's A Need Inc,3472332774,http://www.wheretheresaneed.org,"501[c][3] Non Profit Cancer Charitable organization.
Mission is to design and create hair & head wear for women and children who are bald from cancer chemotherapy treatment and those with hair loss from other medical conditions Custom head wear is created for all nationalities and cultures. Special design for little girls and children, due to the limited resources for kids.",,,,,,,,,,,,,,
Metastatic Breast Cancer Network,8885000370,http://www.mbcnetwork.org,MBCN is a national independent advocacy group of and for individuals with metastatic breast cancer. We give those living with stage 4 breast cancer a greater voice in the breast cancer community. MBCN is dedicated to helping those with metastatic breast cancer be their own advocate through providing education and information on treatments and coping with the disease.,,,,,,,,,,,,,,
Girl Scout Council of Greater New York,2126454000,http://www.girlscoutsnyc.org,"Girl Scouts builds girls of courage, confidence and character, who make their communities and the world a better place. The Girl Scout Council of Greater New York offers the Girl Scout program to all girls in the five boroughs of New York City.",40.74217,-73.991021,,,,,,,,,,,,
"Round-The-Clock Nursery, Inc.",2126940615,http://www.roudntheclocknursery.org,"Who We Are: RCN is a 501 c (3) corporation, located in the Fordham section of the Bronx and with two sites in Harlem, NY.  Founded in 1996, by Executive Director Gail J. Davis, Round-The-Clock Nursery provides 24-hour/7 days-per-week childcare and was the first (and to this day), the only such institution in one of the most economically-disadvantaged communities in New York City. RCN is an educationally-focused, safe learning environment that enables parents with traditional or non-traditional work and/or educational schedules to pursue their goals. In addition, we provide emergency back-up services when parentâ€™s regular childcare arrangements fail.
RCN is accrdited by the NAEYC (National Association of the Education for Young Children)
The Need for RCN.  RCNâ€™s â€œparent-centeredâ€ child care services are urgently needed because existing child care services do not meet the needs of a significant segment of New York Cityâ€™s workforce. RCN was developed to address this service delivery gap. Our motto is â€œNo matter the time, we help grow strong mindsâ€.

RCNâ€™s Mission Statement: Every child has the capacity to learn; every child has a right to a quality education; the learning process is a collaborative effort that requires the partnership of the child, the parent, and the educator and; children will excel academically in a nurturing, challenging, and interesting environment where their teachers have high expectations of them.",40.813442,-73.948979,,,,,,,,,,,,
The Transition Network,2127148040,http://www.thetransitionnetwork.org,"The Transition Network is a community of women over 50 who join forces as they navigate the transition from one career to another - or whatever is next.  As a national movement of energetic and engaged women of diverse racial and ethnic backgrounds, TTN members discover new perspectives and opportunities; impact their lives and their communities and advocate with a collective powerful voice.",,,,,,,,,,,,,,
"STRIVE, Inc.",2123601100,http://www.striveinternational.org,"STRIVEâ€™s mission is to help men and women achieve financial independence, to assist others in adopting the STRIVE model, and to encourage effective employment policies and practices nationwide. A job provides a participant with much more than financial independence. It brings about fundamental and permanent changes including improvements in parenting, child development, housing, nutrition, health care and education (of parents and children). Moreover, these improvements greatly benefit the communities and regions where STRIVE graduates live by adding to consumer spending, increasing tax rolls and lowering public support. The accomplishment of these outcomes, pursued with the backing of funders having related objectives, will always be STRIVEâ€™s purpose.",40.801647,-73.935017,,,,,,,,,,,,
New Destiny Housing Corporation,6464720262,http://www.newdestinyhousing.org,"New Destiny Housing Corporation is a New York City not-for-profit established in 1994, to help low-income victims of domestic violence and others at risk of homelessness transition to stable, safe, and violence-free futures by providing housing and services.
New Destiny's mission is to increase the housing and services available to low-income domestic violence survivors in New York City. We develop and manage our own affordable housing, assist other nonprofits to develop housing, and provide training and technical assistance to domestic violence survivors and their advocates.
New Destiny provides support services to the tenants in our permanent housing, operates Project Safe Home where New Destiny's staff partners with domestic violence shelters and affordable housing developers to link shelter residents to affordable apartments and operates the HousingLink Program which provides comprehensive information on housing options for survivors of domestic violence by conducting training workshops, providing information on our website in the HousingLink Online section (www.newdestinyhousing.org) and, by answering questions and providing consultations and assistance on our HelpLine (646-472-0262, option 4).",40.743907,-73.988979,,,,,,,,,,,,
Reproductive Health Access Project,9175863260,http://www.reproductiveaccess.org,"The Reproductive Health Access Project seeks to ensure that women and teens at every socioeconomic level can readily obtain birth control and abortion from their own primary care clinician. Through training, advocacy and mentoring programs, RHAP helps family physicians and other clinicians make birth control and abortion a part of routine medical care.

Our projects include the Women's Health Free Clinic, in Manhattan.",,,,,,,,,,,,,,
Women in Housing and Finance,,http://www.whf-ny.org,"Women in Housing and Finance promotes and supports the professional growth of our members by providing a forum for the exploration of important issues in housing and finance, and opportunities to share knowledge and experience.  Our members are a highly diversified group of accomplished individuals drawn from the private sector; state, local and federal agencies;from community groups; colleges and universities, and from non-profit organizations throughout New York, New Jersey, and Connecticut.

Members include professionals in architecture, banking, law, housing and economic development, construction, insurance, investment banking, municipal finance, historic preservation, and students.

Professional Development: WHF's monthly programs include breakfast, luncheon, and early evening panel discussions or presentations.  Our speakers and panelists are key public policy makers and experts in their fields, including:
1.  State and local elected and appointed officials, such as the Presidet of NYC Housing Development Corporation, the NYS Comptroller, State and City housing commissioners;
2) Financial institution executives;
3) Community-based and private real estate developers; 4) Architects and planners.

Recent programs include:
1)  Revitalization of lower Manhattan;
2)  Redevelopment of the NYC and New Jersey waterfronts;
3)  Financing and development of assisted living facilities;
4) Affordable green development;
5) Inclusionary zoning issues.

Networking:
We sponsor festive events that offer members opportunities to network in informal social settings.  These include an autumn gathering to greet new and prospective members, a January holiday party, a May dinner, and a half-hour networking, socializing  opportunity, with hors d'ouvres, preceding our evening programs.

Job Bank:
To further fulfill our mission to promote the professional development of our members, WHF maintains a job bank with a regularly updated list of positions available in New York, New Jersey, and Connecticut.",40.719202,-74.001591,,,,,,,,,,,,
College and Community Fellowship,2128172017,http://www.collegeandcommunity.org,Provides support services to formerly incarcerated women who are enrolled in college and those who wish to enroll in college.,40.748822,-73.984268,,,,,,,,,,,,
NYS Coalition Against Domestic Violence,5184825465,http://nyscadv.org/,"The New York State Coalition Against Domestic Violence (Coalition) is a not-for-profit membership organization whose mission is to eradicate domestic violence and to ensure the provision of effective and appropriate services to victims of domestic violence through community outreach, education, training, technical assistance and policy development. The Coalition's principles and practices prioritize the safety and concerns of women who are abused, provide support and encouragement for the participation of women who are abused in the struggle to eradicate personal and institutional violence against them, and provide for a non-competitive atmosphere that fosters open communication, respect, and cooperation among advocates and women who are abused.",,,,,,,,,,,,,,
Savvy Ladies,6462168988,http://www.savvyladies.org,"Savvy Ladies is a non-profit organization dedicated to empowering women through financial education.

The free monthly newsletters, seminars, webinars and events foster a sense of community and are designed to educate, amuse, and fulfill savvy women who want to take control of their financial future.

SavvyLadies.org is a premier destination for women to learn about money, investing and personal growth. Savvy Ladies takes women through all facets of financial planning from starting a investment program to understanding the ins and outs of a workable budget!",40.707671,-74.005764,,,,,,,,,,,,
"GlamourGals Foundation, Inc",6314040761,http://www.GlamourGals.org,Our local mission is to foster intergenerational relationships between teen girls and elderly women living in senior homes through monthly facials and makeovers.,,,,,,,,,,,,,,
Addiction Research and Treatment Corp.,7182602900,http://www.artcny.org,SUBSTANCE ABUSE TREATMENT PROGRAM,40.697243,-73.986217,,,,,,,,,,,,
Brooklyn-Queens NOW,7187690101,http://www.brooklynqueensnow.org,"We are an organization devoted to promoting political, social and economic equality for women through lobbying efforts with local, state, and national legislators.  We advocate on behalf of reproductive rights, economic equality, gay and lesbian marital equality, and the passage of the Equal Rights Amendment.",,,,,,,,,,,,,,
St. Luke's Hospital Women's Health Project,2125237693,http://www.whpnyc.org,"The Womenâ€™s Health Project Treatment and Research Center (WHP) provides a supportive, multi-modal outpatient treatment environment for women in recovery from trauma or abuse, including an integrated treatment approach for women also recovering from addiction.",40.804891,-73.960498,,,,,,,,,,,,
City Bar Justice Center,2123826727,http://www.citybarjusticecenter.org,"The City Bar Justice Center, the pro bono affiliate of the New York City Bar, increases access to justice by leveraging the resources of the New York City legal community. Justice Center projects are focused in three areas: Immigrant Justice, Economic Justice and Family Justice. The Justice Center also operates the cityâ€™s busiest legal hotline and engages in special projects. The Justice Center annually provides direct legal representation, information and advocacy to over 25,000 poor and vulnerable New Yorkers.",40.755376,-73.981368,,,,,,,,,,,,
Latin Technologies Inc,7183710140,http://www.latin-tech.org,"I would like to introduce to you, Latin Technologies Inc, located in Jackson Heights, Queens.  Latin Technologies Inc, is a community based organization, which is a nonprofit 501Â©(3), private school bringing computers and technology training to underserved individuals from low income families of New York City. Established in 2002 with a business licensed school from the New York State Department of Education, Latin Technologies is considered a none-stop shop Academy for Microsoft Â® Networking Programs, as well as providing certification exams through Pearson VueÂ®, Prometric and recently approved as a private GED testing Center.  Latin Technologies Inc strives to empower the community to develop entrepreneurial and employment opportunities, creating an environment conductive to further economic growth and social development.
Latin Technologies Inc,  has modern computers and  labs.  We provides tutoring, small classes, job placement and career assistance to the students.   Registration is presently in progress, so there is still time to enroll for in the programs.",40.747351,-73.886561,,,,,,,,,,,,
Women's Network for a Sustainable Future,,http://www.wnsf.org,"Our mission is to mobilize businesswomen to support social responsibility and advance sustainable development by giving women in the workplace a voice in the sustainability debate.



WNSF believes that integrating responsible, sustainable practices throughout organizations is key to building sustainable enterprises and a sustainable future. That's why WNSF welcomes participation from women in all parts of business including marketing, communications, legal affairs, investor relations, human resources, finance, strategy, philanthropy, environment health and safety, and corporate citizenship",,,,,,,,,,,,,,
NonProfit HelpDesk,7184495000,http://www.nphd.org,"The NonProfit HelpDeskâ€™s mission is to increase the capacities of New York City's small to mid-size nonprofit organizations through technology and operations management services, education and advocacy.

A division of the Jewish Community Council of Greater Coney Island, the NonProfit HelpDesk uses its social service background to deliver holistic support with understanding, relevance and innovation.",40.573177,-74.002509,,,,,,,,,,,,
Nonprofit Coordinating Committee of New York,2125024191,http://www.npccny.org,"The Nonprofit Coordinating Committee of New York, Inc., (NPCC) is the voice and information source for New York nonprofits. Established in 1984, NPCC informs and connects nonprofit leaders, saves nonprofits money, and strengthens the nonprofit sectorâ€™s relations with government. NPCC publishes a monthly newsletter, New York Nonprofits, offers workshops and roundtables on management issues, provides cost-saving vendor services, manages a Government Relations Committee that works on sector-wide government and legislative issues, and maintains a website loaded with information on operating a nonprofit. NPCC has more than 1,650 dues-paying members in the New York City area.",40.751306,-73.987656,,,,,,,,,,,,
NARAL Pro-Choice New York,6465203506,http://www.ProChoiceNY.org,"NARAL Pro-Choice New York, the New York State Affiliate of Pro-Choice America, works to protect safe, legal abortion and expand the full range of reproductive rights for women regardless of age, race or income.

NARAL Pro-Choice New York has been in existence for over 30 years and has established vital connections working with legislators, health care and advocacy groups, and womenâ€™s organizations, providing the organization with the influence and tools necessary to do effective educational and lobbying work, particularly around reproductive rights and contraceptive coverage.",40.745492,-73.982515,,,,,,,,,,,,
Thypin Oltchick Institute for Women's Entrepreneurship at FEGS,2123660033,http://www.yourfutureinbusiness.org,"TOI, launched in May 2006 by an endowment to Fâ€¢Eâ€¢Gâ€¢S recommends professional resources to women of all ages who want to become entrepreneurs and small business owners. The Institute is unique - it is a matchmaker for entrepreneurs, introducing them to the most reliable experts and services for their business needs in the Greater New York Area. The Institute continually adds to its expansive network of partners who create individually tailored business development strategies for its clients.
TOI's resources are available to anyone who wants to own his/her own business but is not sure how to go about doing it. It is the starting place for New York area people who are asking themselves essential first step questions:
 	Is starting my own business right for me?
 	How would I go about it?
 	Am I picking the right business?
 	What do I need to do first?
 	Where do I get the correct permits and licenses?
 	How do I finance?
 	Should I have a mentor who knows my business or one with particular skills?
 	How important is a website?
 	How do I budget?
 	What do I charge?
 	How do I measure my business' potential and success?
 	We offer quarterly panel discussions open to the public on these questions and more.
Thypin Oltchick Institute Services
The Thypin Oltchick Institute for Women's Entrepreneurship @ Fâ€¢Eâ€¢Gâ€¢S is a program of Fâ€¢Eâ€¢Gâ€¢S Health and Human Services System. The Institute's services are offered at no charge. Programs generally include a panel of experts who discuss essential aspects of starting, maintaining, and growing a small business. In addition, our seminars also host representatives from many governmental, voluntary, and business organizations who are there to provide materials and consultation at no cost. Attendees can schedule future consultations. These partners include Federal, state and local government programs in addition to those of associations and other organizations geared to the entrepreneur.",40.726623,-74.007753,,,,,,,,,,,,
North Brooklyn Coalition Against Family Violence ( the Coalition),7183024073,http://www.northbrooklyncoalition.org,"The Coalition provides the following services for women and their minor children who are affected by domestic violence: crisis intervention services with an emphasis on safety planning, individual and support groups counseling,escort to criminal and family courts and police precincts,home visits,advocacy,information and referrals, assistance in filing the Crime Victim Board (CVB) compensation claim applications,workshops for the community to raise awareness about Domestic violence.",,,,,,,,,,,,,,
"U.S. Department of Labor, Women's Bureau, Region II",6462643789,http://www.dol.gov/wb,"The Womenâ€™s Bureau was created by law in 1920 to formulate standards and policies to promote the welfare of wage-earning women, improve their working conditions, increase their efficiency, and advance their opportunities for profitable employment. The Region II office serves women in New York, New Jersey, Puerto Rico and U.S. Virgin Islands.",40.728369,-74.005361,,,,,,,,,,,,
"Gamma Phi Delta Sorority, Inc. - Beta Lambda Chapter",5168492321,http://www.gpd-newyork.org,"Gamma Phi Delta Sorority Inc. is a sisterhood of Business and Professional Women across many industries/ disciplines that come together to promote change and advancement.  We help assist youth further their scholastic efforts through training, mentorship, and financial assistance.  Our organization encourages all of its members and affiliates to advance themselves; politically, socially, and financially.

Our national organization has several affiliations with prominent organizations throughout the African-American community.  Our National Affiliates include, but are not limited to: NCNW (National Council of Negro Women), Urban League, United Negro College Fund, and the NAACP (National Association for the Advancement of Colored People).

Our Sorority operates with the goals of our National Five Point Program M.E.E.P.S.  Each chapter around the country strives to implement programs and activities that uphold the teaching of this program.",,,,,,,,,,,,,,
Kingsbridge Heights Neighborhood Improvement Association,7186187550,,Community based organization dedicated to empowering the members of the Kingsbridge Heights community.,40.870892,-73.899429,,,,,,,,,,,,
Baby Buggy,2127361130,http://www.babybuggy.org,"Founded in 2001, Baby Buggy aims to provide mothers and babies in need with essential services, gear and products.  Baby Buggy makes its donations through a network of community based organizations including Safe Horizon, Asian Women's Center, Little Sisters of the Assumption and Nurse-Family Partnership.",40.754318,-73.99263,,,,,,,,,,,,
Trinity Lutheran Church,2122227045,http://www.trinitylutheranNYC.org,"Trinity Lutheran Church seeks to bridge the social, economic, and cultural distances between our neighbors.  We consider no one a stranger and sponsor programs to serve those who are becoming increasingly marginalized, specifically those who are poor, lower income, undocumented, and/or
homeless.  These programs are offered with no spiritual strings attached.",40.796423,-73.967972,,,,,,,,,,,,
Single Parents Project,6468673231,http://www.sppny.org,"Our mission:
Mentoring Single Parents from Surviving through Thriving
- one on one mentoring program
- community events for parents and children
- free workshops",,,,,,,,,,,,,,
"HANAC, Inc.",2128408005,http://hanac.org,"Non profit social service agency funded by city, state and federal funds providing services to youth and elderly.",40.756087,-73.981072,,,,,,,,,,,,
Day One,2125668120,http://www.dayoneny.org,"Day One is the only organization in New York City solely devoted to the issue of teen dating violence.

Working alongside youth, Day One educates, organizes and advocates on behalf of young people at risk of or experiencing intimate partner violence.

Day One focuses on young people because one in three teens experiences abuse in a dating relationship according to the United States Department of Justice. The most recent New York City Teen Health Risk Survey found that one in ten teenagers had experienced physical or sexual assault in a dating relationship within the previous year.

In each of our programs, Day One looks forward to new beginnings for youth. We engage young people in identifying methods of keeping themselves and their peers safe, and together envision a future without fear of abuse. Community involvement is critical to our ability to help young people. Please contact us to volunteer or make a contribution to support our services.

Our Community Education Program offers interactive, law-based workshops that educate youth in public school classes, after-school programs and foster care group homes; we train social service providers, teachers and parents on domestic violence and the law. The Legal Services Program provides free and confidential information, advocacy and representation in family and criminal courts to youth between the ages of twelve and twenty-two. Day One conducts policy advocacy to increase rights for youth in local schools and the justice system. Through our Peer Leadership Program, we organize students and build leadership skills among college-aged youth. Students educate their peers, design education systems, develop materials, and perform outreach and advocacy. The Youth Voices Network is a group of survivors of relationship abuse, which channels the experiences of its members into building a safer future for other young people.

Day One is a project of the Fund for the City of New York.",,,,,,,,,,,,,,
Copasetic Women Over 50,2128646978,http://copaseticwomen.moogo.com/,Support/Education for women over 50 who are infected and affected by HIV/AIDS. Lunch and Metrocard provided.,40.798965,-73.959371,,,,,,,,,,,,
Pro-Choice Public Education Project,2129774266,http://www.protectchoice.org,"The Pro-Choice Public Education Project is a reproductive justice organization dedicated to engaging young women on their terms around the critical issue of reproductive freedom. Historically, the reproductive rights movement has marginalized young women, women of color, and low-income women, among other groups. PEP works to bridge the gap between organizations and diverse young women by both listening to young women's stories, and by working with organizations to help them meet young women where they are.",,,,,,,,,,,,,,
NSLIJHS - P.O.W.I.R. Program,5166225189,,"Positive Outreach With Integrated Resources (P.O.W.I.R.) Programsâ€™ goal is to find and connect women, infants, and adolescents (males up to age 24) that are HIV positive into care, or back into care, by means of medical placement, mental health, supportive services, linkages, and transportation. P.O.W.I.R. is a Ryan White Title IV Part D funded program created to assist making the clients experience of getting into care fully supported and as seamless as possible.",,,,,,,,,,,,,,
AID FOR AIDS International,2123378043,http://www.aidforaids.org,"AID FOR AIDS International (AFAI) is a non-profit 501 (c) (3) organization committed to improving the quality of life of people living with HIV/AIDS (PLWHAs) in developing countries and who are immigrants to the United States of America. We work to empower PLWHAs, their caregivers, and the community at large by providing access to medications, health education, HIV prevention strategies and advocacy and by promoting leadership and capacity building for individuals and organizations.",40.70438,-74.006427,,,,,,,,,,,,
Americans for UNFPA,6466499100,http://www.americansforunfpa.org,"Americans for UNFPA is the official U.S. support organization for UNFPA, the United Nations Population Fund. Through public awareness, education, advocacy and fundraising, we engage Americans in UNFPA's life saving programs in 150 countries around the world.  UNFPA provides women's health care and promotes the rights of women. It is the largest international source of assistance for women.",40.750646,-73.976641,,,,,,,,,,,,
The ARab American Family Support Center,7186438000,http://www.aafscny.org,"A multi-service organization providing social, cultural, educational, health and legal services to the immigrant community of New York.",40.688806,-73.992806,,,,,,,,,,,,
"Latin Women in Action, Inc.",7184782972,http://latinwomeninaction.org,Social service,40.750712,-73.862926,,,,,,,,,,,,
Planned Parenthood of New York City,2129657000,http://www.ppnyc.org,"We provide sexual and reproductive health services and education to women, men, and teens, regardless of age, income, or immigration status.",40.725564,-73.993488,,,,,,,,,,,,
"FRIA, Inc,",2127325667,http://www.fria.org,FRIA is the leading independent provider of information on all aspects of long term health care in New York State.,40.709883,-74.008931,,,,,,,,,,,,
NPower NY,2125647010,http://www.npowerny.org,"NPower is a network of locally based nonprofit organizations that provide comprehensive, high-quality and affordable technology assistance to other nonprofit groups nationally. Founded in 1999, NPower currently serves more than 4,000 organizations each year.

At NPower, we connect nonprofits to technology so that they can discover powerful new ways of serving their clients and communities. We've proven time and again that almost any nonprofit can leverage the power of IT to achieve transformative rewards.

At the same time, we understand that technology alone doesn't change the world â€” people do. That's why we base all our services in a friendly, flexible approach that delivers powerful IT solutions you can call your own.",40.693691,-73.984786,,,,,,,,,,,,
"Concerned Parents of the Bronx, Inc.",6463935347,,"Non-profit organization for the parents and families of NYC public education.

We offer workshops and professional development that will increase parent involvement in NYC Public Schools.

We also plan Parent Conferences and Events.",,,,,,,,,,,,,,
"Aging In America, Inc.",,,"Our Title V program is to assist seniors 55 and older to
train then, and place them in
part time meaningful employment in the Private sector",40.857026,-73.843125,,,,,,,,,,,,
"US National Committee for UNIFEM, Metro NY Chapter",9173480281,http://www.unifem-usnc.org/metrony,"Nonprofit organization supporting international development, women's equality and peace, emphasizing ending violence against women.  Provide education, information, advocacy and funds for the UN Fund for Women.",40.672162,-73.964289,,,,,,,,,,,,
LD Resources Foundation,6467010000,http://www.ldrfa.org,"The LD Resources Foundation is a committed to overcoming barriers, and providing access to knowledge, for adults with learning disabilities. We provide awards to students with LD to assist them in their studies in college. In addition, we are undertaking new projects to assist this population.",40.74572,-73.983991,,,,,,,,,,,,
New York Women Social Entrepreneurs (NYWSE),,http://www.ywse.org/nywse/,"NYWSEâ€™s mission is to provide a community, tools, trainings, and resources that women need to succeed as business leaders while becoming sustainability experts, and our vision is to empower women to effect change in society at all levels, as an individual, community member, professional, student, and entrepreneur.",40.767767,-73.961881,,,,,,,,,,,,
The White House Project,2122614400,http://www.thewhitehouseproject.org,,40.753212,-73.997979,,,,,,,,,,,,
La Leche League of Marine Park/Madison,7183393806,http://llli.org,Breastfeeding Support for mother and baby. Free monthly support group and telephone help.,,,,,,,,,,,,,,
Asian Indian Immigrant Experience,7187856355,,"We are Comunity Television
which airs non profit agenda.",,,,,,,,,,,,,,
The Financial Clinic,,http://www.thefinancialclinic.org,"The Financial Clinic is a nonprofit financial development organization that helps working low income families caught in the wage gap â€“ those ""too rich"" for public assistance but ""too poor"" to be self-sufficient â€“ build financial security and improve financial mobility by providing legal support and financial coaching.",40.747582,-73.990324,,,,,,,,,,,,
Turning Point for Women and Families,7188839400,http://www.turningpoint-ny.org,"Turning Point is the first non-profit in New York City to address domestic violence in the Muslim community. We offer a safe and nurturing space to Muslim women and girls and help them find the strength of their individual and collective voices. We provide free and confidential services to Muslim women regardless of ethnicity. Our services include crisis intervention, counseling, support groups, advocacy, community outreach and education. We also have a Youth Development Program for Muslim girls/young women and offer social work internships to Muslim students.",,,,,,,,,,,,,,
Bronx River Art Center,7185895819,http://www.bronxriverart.org,"Bronx River Art Center is located in a 16,000-sq. ft. four-story warehouse building bordering the picturesque Bronx River. It is a few blocks from the Bronx Zoo, in the West Farms Community of the South Central Bronx. The Center was founded in 1980 as part of the Bronx River Restoration project, and it was incorporated in 1987 as an independent non-profit, multi-arts organization dedicated to providing art and environmental programming for residents of the Bronx.


BRAC is a place where both emerging and established artists can create and exhibit their works. Our programs of exhibitions, classes, studio spaces and special events (music and dance performances, poetry readings, lectures and film screenings) offer students, artists and residents an opportunity to participate in and experience the arts within an urban setting. All programming is developed with an emphasis on the appreciation and integration of our unique resource - The Bronx River.

PROGRAMS

Education
After School Art Classes for youth (ages 9-21) are offered Monday-Friday from 4-6 PM and Saturday 10-5 PM. The classes are taught by professional artists, and they span the areas of Painting, Drawing, Photography, Printmaking, Ceramics, Digital Media and Special Teen Project Studios. Please refer to the class fee information in the education section for fees, fee waivers and scholarships.
Click here for the fee Schedule.

Evening and weekend classes for adults and parent/child teams are also offered. Fee-based classes for adult/child teams, Artist Workshops for neighborhood school groups, daycare and senior centers, and community agencies are available by reservation.

Exhibitions
Bronx River Art Center presents culturally diverse and challenging contemporary art exhibitions that showcase a dynamic mix of emerging and mid-career regional, national and international artists. Exhibitions include solo and group shows in traditional, interdisciplinary and experimental media.

Presenting
For over ten years, BRAC has offered performing arts productions in conjunction with our exhibitions through our ""High/Low"" series of music, dance and theatre. Performances range from classical to contemporary, including: Modern Jazz, Blues, Salsa and Electronic music, avant-garde theatre dance, and poetry. Performances take place in various spaces throughout our four-story building and in our riverside community garden during warm-weather months. BRAC also offers a speaker series of lecturers and round-table discussions for artists, arts professionals and the community. This program is designed to establish common ground on challenging subjects in the arts and community development.",40.840027,-73.878633,,,,,,,,,,,,
TimeBanksNYC,8662446469,http://www.timebanksnyc.org,"Did you ever think that shoveling a walk would help you learn a foreign language? Or that tutoring a student in math would get your living room painted? By joining TimeBanksNYC, youâ€™ll be part of a network of people exchanging their talents and skills for the good of the community and personal improvement. All you have to do is donate one hour of your time to help a member, and youâ€™ll earn a credit for an hour of help from another.

Here's how to get started:

Visit www.timebanksnyc.org and click on â€œjoinâ€
Complete your profile and application, including 3 references
Attend an orientation

TimeBanksNYC is located in your borough!

TimeBanksNYC Norwood at the Mosholu Montefiore Community Center
TimeBanksNYC Flatbush at CAMBA
TimeBanksNYC Upper East Side at Stanley Isaacs Neighborhood Center
TimeBanksNYC Flushing at Queens Community House
TimeBanksNYC North Shore at Project Hospitality

For additional information, please call 311 or email info@timebanksnyc.org",40.713723,-74.003586,,,,,,,,,,,,
Men Can Stop Rape,9144503118,http://www.mencanstoprape.org,"Men Can Stop Rape (MCSR) is an international organization that mobilizes men to use their strength for creating cultures free from violence, especially menâ€™s violence against women.

MCSR provides agencies, schools, and organizations with direct services for youth, public service messaging, and leadership training.",,,,,,,,,,,,,,
Women's City Club of New York,2123538070,http://www.wccny.org,"Since its founding by suffragists in 1915, the Womenâ€™s City Club has worked to shape public policy that promotes responsive government and improves the lives of all New Yorkers. A nonpartisan, nonprofit organization, the WCC pursues a multi-issue agenda through education, issue analysis, advocacy and civic participation.",40.746869,-73.993616,,,,,,,,,,,,
Women's Executive Circle of New York,,http://www.wecny.org,Women's Executive Circle of New York is a not-for-profit organization with the mission of accelerating the advancement of women from diverse backgrounds to executive positions of leadership. WECNY creates a platform that brings together corporate executives in an environment that fosters career development and encourages gender equality,,,,,,,,,,,,,,
District Eight NAPFE,9178170763,http://www.napfe.com,Labor Union within in the United States Postal Service and Federal Sector,,,,,,,,,,,,,,
ASA Institute,7185229073,http://www.asa.edu,"two year college, that provides associate degrees in criminal justice, business, medical programs and computer technology",,,,,,,,,,,,,,
ShebaUSA.org,7186122577,http://www.sheba-usa.org,"ShebaUSA, although a not for profit community services organization, is also a women-operated and ran entity. ShebaUSA has an IRS 501(c) 3 license, and has been registered with the N.Y.S Department of State since 11/12/1997.",,,,,,,,,,,,,,
